ExternalElement,ItemName,Packet,ContainerType,RepeatMethod,APID,ShortDescription,LongDescription,DataType,Units,Conversion,Limits,SystemName,Source,FSWDataType,DisplayFormat,Equation,
sband,debug,sband_hk,,,52,"SBand Debug","",U8,,,,,FSW,,,,
sband,status,sband_hk,,,52,"SBand Status","",D8,,0/NOLOCK_PWRBAD 1/LOCK_PWRBAD 2/NOLOCK_PWRGD 3/LOCK_PWRGD ,,,FSW,,,,
sband,tx_ready,sband_hk,,,52,"SBand Tx Ready","",U8,,,,,FSW,,,,
sband,hk_valid,sband_hk,,,52,"SBand Hk Data valid","",U8,,,,,FSW,,,,
sband,i2c_timeout,sband_hk,,,52,"SBand I2C Comm Timeout","",U8,,,,,FSW,,,,
sband,i2c_fail,sband_hk,,,52,"SBand I2C Comm Failed","",U8,,,,,FSW,,,,
pad,,sband_hk,,,52,"","",U8,,,,,FSW,,,,
SC_FSW_42,VERSION,sd_hk,,,42,"","",U3,,,,,FSW,,,,
SC_FSW_42,TYPE,sd_hk,,,42,"","",U1,,,,,FSW,,,,
SC_FSW_42,SEC_HDR_FLAG,sd_hk,,,42,"","",U1,,,,,FSW,,,,
SC_FSW_42,PKT_APID,sd_hk,,,42,"","",U11,,,,,FSW,,,,
SC_FSW_42,SEQ_FLGS,sd_hk,,,42,"","",U2,,,,,FSW,,,,
SC_FSW_42,SRC_SEQ_CTR,sd_hk,,,42,"","",U14,,,,,FSW,,,,
SC_FSW_42,PKT_LEN,sd_hk,,,42,"","",U16,,,,,FSW,,,,
SC_FSW_42,SHCOARSE,sd_hk,,,42,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_42,SHFINE,sd_hk,,,42,"Subsecond count","",U16,dn,,,,FSW,,,,
sd,write_cnt,sd_hk,,,42,"Number of packets written","",U16,,,,,FSW,,,,
sd,read_cnt,sd_hk,,,42,"Number of packets read","",U16,,,,,FSW,,,,
sd,write_state,sd_hk,,,42,"State of write","",D8,,0/DIS 1/ENA ,,,FSW,,,,
sd,card0_state,sd_hk,,,42,"State of Card 0","",D8,,0/OFF 1/GOOD 2/FAILED ,,,FSW,,,,
sd,card1_state,sd_hk,,,42,"State of Card 1","",D8,,0/OFF 1/GOOD 2/FAILED ,,,FSW,,,,
sd,card_sel,sd_hk,,,42,"Current device selected","",D8,,0/CARD_0 1/CARD_1 2/FLASH 255/NONE ,,,FSW,,,,
sd,read_state,sd_hk,,,42,"SD Read State","",D8,,0/DIS 1/ENA ,,,FSW,,,,
sd,pbk_state,sd_hk,,,42,"SD Playback State","",D8,,0/DIS 1/ENA ,,,FSW,,,,
sd,read_stream,sd_hk,,,42,"SD Read Stream","",D8,,0/DBG 1/UHF 2/SD 3/SBAND ,,,FSW,,,,
sd,read_id,sd_hk,,,42,"SD Read Partition ID","",D8,,0/MISC 1/SCIC 2/SCID 3/ADCS 4/BEACON 5/LOG ,,,FSW,,,,
sd,read_end_time,sd_hk,,,42,"SD Read End Time","",U32,,,,,FSW,,,,
SC_FSW_40,VERSION,uhf_hk,,,40,"","",U3,,,,,FSW,,,,
SC_FSW_40,TYPE,uhf_hk,,,40,"","",U1,,,,,FSW,,,,
SC_FSW_40,SEC_HDR_FLAG,uhf_hk,,,40,"","",U1,,,,,FSW,,,,
SC_FSW_40,PKT_APID,uhf_hk,,,40,"","",U11,,,,,FSW,,,,
SC_FSW_40,SEQ_FLGS,uhf_hk,,,40,"","",U2,,,,,FSW,,,,
SC_FSW_40,SRC_SEQ_CTR,uhf_hk,,,40,"","",U14,,,,,FSW,,,,
SC_FSW_40,PKT_LEN,uhf_hk,,,40,"","",U16,,,,,FSW,,,,
SC_FSW_40,SHCOARSE,uhf_hk,,,40,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_40,SHFINE,uhf_hk,,,40,"Subsecond count","",U16,dn,,,,FSW,,,,
uhf,tx_count,uhf_hk,,,40,"Number of bytes transmitted","",U32,,,,,FSW,,,,
uhf,rx_discard,uhf_hk,,,40,"Number of bytes discarded from uplink","",U16,,,,,FSW,,,,
uhf,sbe_count,uhf_hk,,,40,"Single bit error count","",U16,,,,,FSW,,,,
uhf,mbe_count,uhf_hk,,,40,"Multi bit error count","",U16,,,,,FSW,,,,
uhf,pass_err_cnt,uhf_hk,,,40,"Pass through packet response error count","",U16,,,,,FSW,,,,
uhf,uart_recv_cnt,uhf_hk,,,40,"Count of bytes received by UART","",U32,,,,,FSW,,,,
uhf,uart_drop_cnt,uhf_hk,,,40,"Count of bytes dropped by UART","",U16,,,,,FSW,,,,
uhf,uart_fra_err,uhf_hk,,,40,"Count of UART framing errors","",U16,,,,,FSW,,,,
uhf,uart_par_err,uhf_hk,,,40,"Count of UART parity errors","",U16,,,,,FSW,,,,
uhf,uart_ovr_err,uhf_hk,,,40,"Count of UART overrun errors","",U16,,,,,FSW,,,,
uhf,uart_sent_cnt,uhf_hk,,,40,"Count of bytes sent by UART","",U16,,,,,FSW,,,,
uhf,uart_cmd_cnt,uhf_hk,,,40,"Count of commands received by radio","",U16,,,,,FSW,,,,
uhf,cmd_ready,uhf_hk,,,40,"Ready for commanding","",U8,,,,,FSW,,,,
uhf,alive,uhf_hk,,,40,"Indicates good communication with UHF","",U8,,,,,FSW,,,,
uhf,channel,uhf_hk,,,40,"UHF Channel","",C8,,,,,FSW,,,,
uhf,chksm_compare,uhf_hk,,,40,"UHF Checksum compare result","",U8,,,,,FSW,,,,
uhf,watchdog_count,uhf_hk,,,40,"UHF Watchdog Count","",U8,,,,,FSW,,,,
uhf,trap_count,uhf_hk,,,40,"UHF Trap Count","",U8,,,,,FSW,,,,
uhf,pll_count,uhf_hk,,,40,"UHF PLL Count","",U8,,,,,FSW,,,,
uhf,temp_buff,uhf_hk,,,40,"UHF Temp","",U2,,,,,FSW,,,,
uhf,temp,uhf_hk,,,40,"UHF Temp","",I6,,,,,FSW,,,,
uhf,echo_mode,uhf_hk,,,40,"UHF Echo Mode","",C8,,,,,FSW,,,,
uhf,afc_mode,uhf_hk,,,40,"UHF AFC Mode","",C8,,,,,FSW,,,,
uhf,swd_mode,uhf_hk,,,40,"UHF SWD State","",C8,,,,,FSW,,,,
uhf,read_mode,uhf_hk,,,40,"UHF Readback State","",C8,,,,,FSW,,,,
uhf,locked,uhf_hk,,,40,"UHF Locked State","",U8,,,,,FSW,,,,
uhfPad1,,uhf_hk,,,40,"","",U8,,,,,FSW,,,,
uhfPad2,,uhf_hk,,,40,"","",U8,,,,,FSW,,,,
uhfPad3,,uhf_hk,,,40,"","",U8,,,,,FSW,,,,
uhf,tx_gap,uhf_hk,,,40,"UHF Transmit Gap","",U32,,,,,FSW,,,,
SC_FSW_41,VERSION,uhf_pass,,,41,"","",U3,,,,,FSW,,,,
SC_FSW_41,TYPE,uhf_pass,,,41,"","",U1,,,,,FSW,,,,
SC_FSW_41,SEC_HDR_FLAG,uhf_pass,,,41,"","",U1,,,,,FSW,,,,
SC_FSW_41,PKT_APID,uhf_pass,,,41,"","",U11,,,,,FSW,,,,
SC_FSW_41,SEQ_FLGS,uhf_pass,,,41,"","",U2,,,,,FSW,,,,
SC_FSW_41,SRC_SEQ_CTR,uhf_pass,,,41,"","",U14,,,,,FSW,,,,
SC_FSW_41,PKT_LEN,uhf_pass,,,41,"","",U16,,,,,FSW,,,,
SC_FSW_41,SHCOARSE,uhf_pass,,,41,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_41,SHFINE,uhf_pass,,,41,"Subsecond count","",U16,dn,,,,FSW,,,,
uhf,pass_size,uhf_pass,,,41,"Pass through response size","",U32,,,,,FSW,,,,
uhf,pass_response,uhf_pass,,,41,"Pass through command response","",C1920,,,,,FSW,,,,
SC_FSW_47,VERSION,cip_hk,,,47,"","",U3,,,,,FSW,,,,
SC_FSW_47,TYPE,cip_hk,,,47,"","",U1,,,,,FSW,,,,
SC_FSW_47,SEC_HDR_FLAG,cip_hk,,,47,"","",U1,,,,,FSW,,,,
SC_FSW_47,PKT_APID,cip_hk,,,47,"","",U11,,,,,FSW,,,,
SC_FSW_47,SEQ_FLGS,cip_hk,,,47,"","",U2,,,,,FSW,,,,
SC_FSW_47,SRC_SEQ_CTR,cip_hk,,,47,"","",U14,,,,,FSW,,,,
SC_FSW_47,PKT_LEN,cip_hk,,,47,"","",U16,,,,,FSW,,,,
SC_FSW_47,SHCOARSE,cip_hk,,,47,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_47,SHFINE,cip_hk,,,47,"Subsecond count","",U16,dn,,,,FSW,,,,
cip,soh_count,cip_hk,,,47,"Count of packets received","",U16,,,,,FSW,,,,
cip,sci_count,cip_hk,,,47,"Count of packets received","",U16,,,,,FSW,,,,
cip,pkt_err_count,cip_hk,,,47,"Number of packet errors","",U16,,,,,FSW,,,,
cip,pass_count,cip_hk,,,47,"Number of pass through commands","",U16,,,,,FSW,,,,
cip,pkt_crc_count,cip_hk,,,47,"Number of packet CRC errors","",U16,,,,,FSW,,,,
cip,sync_err_count,cip_hk,,,47,"Number of packet sync errors","",U16,,,,,FSW,,,,
cip,pkt_comstat,cip_hk,,,47,"ComStat field from CIP packet","",U32,,,,,FSW,,,,
cip,pkt_temp1,cip_hk,,,47,"Temp1 field from CIP packet","",U16,,,,,FSW,,,,
cip,pkt_temp2,cip_hk,,,47,"Temp2 field from CIP packet","",U16,,,,,FSW,,,,
cip,pkt_temp3,cip_hk,,,47,"Temp3 field from CIP packet","",U16,,,,,FSW,,,,
cip,alive,cip_hk,,,47,"Indicates if CIP is communicating","",U16,,,,,FSW,,,,
cip,fast_count,cip_hk,,,47,"Fast science mode count","",U32,,,,,FSW,,,,
SC_FSW_51,VERSION,cip_msg_hk,,,51,"","",U3,,,,,FSW,,,,
SC_FSW_51,TYPE,cip_msg_hk,,,51,"","",U1,,,,,FSW,,,,
SC_FSW_51,SEC_HDR_FLAG,cip_msg_hk,,,51,"","",U1,,,,,FSW,,,,
SC_FSW_51,PKT_APID,cip_msg_hk,,,51,"","",U11,,,,,FSW,,,,
SC_FSW_51,SEQ_FLGS,cip_msg_hk,,,51,"","",U2,,,,,FSW,,,,
SC_FSW_51,SRC_SEQ_CTR,cip_msg_hk,,,51,"","",U14,,,,,FSW,,,,
SC_FSW_51,PKT_LEN,cip_msg_hk,,,51,"","",U16,,,,,FSW,,,,
SC_FSW_51,SHCOARSE,cip_msg_hk,,,51,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_51,SHFINE,cip_msg_hk,,,51,"Subsecond count","",U16,dn,,,,FSW,,,,
cip,msg_recv_count,cip_msg_hk,,,51,"Number of received messages","",U16,,,,,FSW,,,,
cip,msg_rjct_count,cip_msg_hk,,,51,"Number of rejected messages","",U16,,,,,FSW,,,,
cip,fmt_count,cip_msg_hk,,,51,"Number of bad format messages","",U16,,,,,FSW,,,,
cipMsgPad,,cip_msg_hk,,,51,"","",U16,,,,,FSW,,,,
SC_FSW_53,VERSION,mode_hk,,,53,"","",U3,,,,,FSW,,,,
SC_FSW_53,TYPE,mode_hk,,,53,"","",U1,,,,,FSW,,,,
SC_FSW_53,SEC_HDR_FLAG,mode_hk,,,53,"","",U1,,,,,FSW,,,,
SC_FSW_53,PKT_APID,mode_hk,,,53,"","",U11,,,,,FSW,,,,
SC_FSW_53,SEQ_FLGS,mode_hk,,,53,"","",U2,,,,,FSW,,,,
SC_FSW_53,SRC_SEQ_CTR,mode_hk,,,53,"","",U14,,,,,FSW,,,,
SC_FSW_53,PKT_LEN,mode_hk,,,53,"","",U16,,,,,FSW,,,,
SC_FSW_53,SHCOARSE,mode_hk,,,53,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_53,SHFINE,mode_hk,,,53,"Subsecond count","",U16,dn,,,,FSW,,,,
mode,avoid_flags,mode_hk,,,53,"State of avoid flags","",D32,,0/FALSE 1/TRUE ,,,FSW,,,,
mode,thresholds,mode_hk,,,53,"Mode transition thresholds","",U64,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
mode,last_cmd_time,mode_hk,,,53,"Number of seconds since last successful command","",U32,,,,,FSW,,,,
clt,triggered,mode_hk,,,53,"Indicates if command loss timer triggered","",U32,,,,,FSW,,,,
clt,threshold,mode_hk,,,53,"Threshold for command loss timer","",U32,,,,,FSW,,,,
clt,countdown,mode_hk,,,53,"Number of seconds until CLT is triggered","",U32,,,,,FSW,,,,
mode,deployables,mode_hk,,,53,"Commanded status of deployables","",U24,,,,,FSW,,,,
mode,curr_mode,mode_hk,,,53,"Current system mode","",D8,,0/PHOENIX 1/SAFE 2/SCID 3/SCIC ,,,FSW,,,,
mode,launch_delay,mode_hk,,,53,"Delay after launch","",U32,,,,,FSW,,,,
mode,launch_count,mode_hk,,,53,"Launch delay counter","",U32,,,,,FSW,,,,
mode,launch_flag,mode_hk,,,53,"Launch complete flag","",U32,,,,,FSW,,,,
mode,deploy_int,mode_hk,,,53,"Deployment interval","",U32,,,,,FSW,,,,
mode,deploy_count,mode_hk,,,53,"Deployment countdown","",U32,,,,,FSW,,,,
mode,eclipse_method,mode_hk,,,53,"Eclipse determination method","",D8,,0/ADCS 1/EPS ,,,FSW,,,,
mode,eclipse,mode_hk,,,53,"Indicates if system is in eclipse","",D8,,0/SUN 1/ECLIPSE ,,,FSW,,,,
mode,auto_state,mode_hk,,,53,"Indicates if system is autonomously changing modes","",D8,,0/DIS 1/ENA ,,,FSW,,,,
pad3,,mode_hk,,,53,"","",U8,,,,,FSW,,,,
mode,auto_time,mode_hk,,,53,"Time when auto mode will restore","",U32,,,,,FSW,,,,
SC_FSW_46,VERSION,daxss_msg_hk,,,46,"","",U3,,,,,FSW,,,,
SC_FSW_46,TYPE,daxss_msg_hk,,,46,"","",U1,,,,,FSW,,,,
SC_FSW_46,SEC_HDR_FLAG,daxss_msg_hk,,,46,"","",U1,,,,,FSW,,,,
SC_FSW_46,PKT_APID,daxss_msg_hk,,,46,"","",U11,,,,,FSW,,,,
SC_FSW_46,SEQ_FLGS,daxss_msg_hk,,,46,"","",U2,,,,,FSW,,,,
SC_FSW_46,SRC_SEQ_CTR,daxss_msg_hk,,,46,"","",U14,,,,,FSW,,,,
SC_FSW_46,PKT_LEN,daxss_msg_hk,,,46,"","",U16,,,,,FSW,,,,
SC_FSW_46,SHCOARSE,daxss_msg_hk,,,46,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_46,SHFINE,daxss_msg_hk,,,46,"Subsecond count","",U16,dn,,,,FSW,,,,
daxss,msg_recv_count,daxss_msg_hk,,,46,"Number of received messages","",U16,,,,,FSW,,,,
daxss,msg_recv_count,daxss_msg_hk,,,46,"Number of received messages","",U16,,,,,FSW,,,,
daxss,msg_fmt_count,daxss_msg_hk,,,46,"Number of bad format messages","",U16,,,,,FSW,,,,
daxssMsgPad,,daxss_msg_hk,,,46,"","",U16,,,,,FSW,,,,
SC_FSW_45,VERSION,daxss_hk,,,45,"","",U3,,,,,FSW,,,,
SC_FSW_45,TYPE,daxss_hk,,,45,"","",U1,,,,,FSW,,,,
SC_FSW_45,SEC_HDR_FLAG,daxss_hk,,,45,"","",U1,,,,,FSW,,,,
SC_FSW_45,PKT_APID,daxss_hk,,,45,"","",U11,,,,,FSW,,,,
SC_FSW_45,SEQ_FLGS,daxss_hk,,,45,"","",U2,,,,,FSW,,,,
SC_FSW_45,SRC_SEQ_CTR,daxss_hk,,,45,"","",U14,,,,,FSW,,,,
SC_FSW_45,PKT_LEN,daxss_hk,,,45,"","",U16,,,,,FSW,,,,
SC_FSW_45,SHCOARSE,daxss_hk,,,45,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_45,SHFINE,daxss_hk,,,45,"Subsecond count","",U16,dn,,,,FSW,,,,
daxss,recv_count,daxss_hk,,,45,"Count of DAXSS packets received","",U16,,,,,FSW,,,,
daxss,pass_count,daxss_hk,,,45,"Count of DAXSS pass through commands sent","",U16,,,,,FSW,,,,
daxss,bad_apid_count,daxss_hk,,,45,"Count of DAXSS packets with bad apids","",U16,,,,,FSW,,,,
daxss,bad_len_count,daxss_hk,,,45,"Count of DAXSS packets with bad lengths","",U16,,,,,FSW,,,,
daxss,alive_state,daxss_hk,,,45,"State of communication with DAXSS","",U8,,,,,FSW,,,,
daxss,cmd_op,daxss_hk,,,45,"DAXSS Command Last opcode","",U8,,,,,FSW,,,,
daxss,sync_errors,daxss_hk,,,45,"Count of DAXSS sync errors","",U16,,,,,FSW,,,,
daxss,cmd_succ,daxss_hk,,,45,"DAXSS Command Accept Count","",U16,,,,,FSW,,,,
daxss,cmd_fail,daxss_hk,,,45,"DAXSS Command Reject Count","",U16,,,,,FSW,,,,
daxss,cdh_enables,daxss_hk,,,45,"DAXSS CDH Enables","",U16,,,,,FSW,,,,
daxss,cdh_temp,daxss_hk,,,45,"DAXSS CDH Temp","",U16,,,,,FSW,,,,
daxss,sps_rate,daxss_hk,,,45,"DAXSS SPS Sum Rate","",U32,,,,,FSW,,,,
daxss,sps_x,daxss_hk,,,45,"DAXSS SPS X","",U16,,,,,FSW,,,,
daxss,sps_y,daxss_hk,,,45,"DAXSS SPS Y","",U16,,,,,FSW,,,,
daxss,slow_count,daxss_hk,,,45,"DAXSS X Slow Count Rate","",U16,,,,,FSW,,,,
daxssHkPad2,,daxss_hk,,,45,"","",U16,,,,,FSW,,,,
daxss,time_sec,daxss_hk,,,45,"DAXSS Timestamp (seconds)","",U32,,,,,FSW,,,,
SC_FSW_2,VERSION,ana_hk,,,2,"","",U3,,,,,FSW,,,,
SC_FSW_2,TYPE,ana_hk,,,2,"","",U1,,,,,FSW,,,,
SC_FSW_2,SEC_HDR_FLAG,ana_hk,,,2,"","",U1,,,,,FSW,,,,
SC_FSW_2,PKT_APID,ana_hk,,,2,"","",U11,,,,,FSW,,,,
SC_FSW_2,SEQ_FLGS,ana_hk,,,2,"","",U2,,,,,FSW,,,,
SC_FSW_2,SRC_SEQ_CTR,ana_hk,,,2,"","",U14,,,,,FSW,,,,
SC_FSW_2,PKT_LEN,ana_hk,,,2,"","",U16,,,,,FSW,,,,
SC_FSW_2,SHCOARSE,ana_hk,,,2,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_2,SHFINE,ana_hk,,,2,"Subsecond count","",U16,dn,,,,FSW,,,,
eps,bat_fg1,ana_hk,,,2,"Battery Voltage","",U16,,C0=0.000000 C1=0.003906 ,,,FSW,,,,
eps,daxss_curr,ana_hk,,,2,"DAXSS Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,daxss_volt,ana_hk,,,2,"DAXSS Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,cdh_curr,ana_hk,,,2,"CDH Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,cdh_volt,ana_hk,,,2,"CDH Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,sband_curr,ana_hk,,,2,"SBand Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,sband_volt,ana_hk,,,2,"SBand Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,uhf_curr,ana_hk,,,2,"UHF Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,uhf_volt,ana_hk,,,2,"UHF Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,heater_curr,ana_hk,,,2,"Battery Heater Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,heater_volt,ana_hk,,,2,"Battery Heater Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,sp2_curr,ana_hk,,,2,"SP2 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,sp2_volt,ana_hk,,,2,"SP2 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,sp1_curr,ana_hk,,,2,"SP1 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,sp1_volt,ana_hk,,,2,"SP1 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,sp0_curr,ana_hk,,,2,"SP0 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,sp0_volt,ana_hk,,,2,"SP0 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,bat_vcell,ana_hk,,,2,"Battery FG Voltage","",U16,,,,,FSW,,,,
eps,gps_12v_2_curr,ana_hk,,,2,"GPS 12V_2 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,gps_12v_2_volt,ana_hk,,,2,"GPS 12V_2 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,gps_12v_1_curr,ana_hk,,,2,"GPS 12V_1 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,gps_12v_1_volt,ana_hk,,,2,"GPS 12V_1 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,bat_curr,ana_hk,,,2,"Battery Sense Curr","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,bat_volt,ana_hk,,,2,"Battery Sense Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,adcs_curr,ana_hk,,,2,"ADCS Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,adcs_volt,ana_hk,,,2,"ADCS Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,3p3_curr,ana_hk,,,2,"3.3 Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,3p3_volt,ana_hk,,,2,"3.3 Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,cip_curr,ana_hk,,,2,"CIP Current","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,cip_volt,ana_hk,,,2,"CIP Voltage","",U16,,C0=0.000000 C1=0.001000 ,,,FSW,,,,
eps,obc_temp,ana_hk,,,2,"OBC Temperature 1","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,eps_temp,ana_hk,,,2,"EPS Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,int_temp,ana_hk,,,2,"Interface Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,sp0_temp,ana_hk,,,2,"SP0 Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,bat0_temp,ana_hk,,,2,"Battery 0 Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,sp1_temp,ana_hk,,,2,"SP1 Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,bat1_temp,ana_hk,,,2,"Battery 1 Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,sp2_temp,ana_hk,,,2,"SP2 Temperature","",U16,,C0=91.394000 C1=-0.089493 C2=0.000036 C3=-0.000000 C4=0.000000 ,,,FSW,,,,
eps,bat_fg3,ana_hk,,,2,"Battery Gauge","",U16,,C0=0.000000 C1=0.003906 ,,,FSW,,,,
eps,eclipse_threshold,ana_hk,,,2,"Solar Array Eclipse Threshold","",U16,,C0=0.000000 C1=0.000500 ,,,FSW,,,,
eps,bat0_temp_conv,ana_hk,,,2,"Battery Temp 0 Converted","",F32,,,,,FSW,,,,
eps,bat1_temp_conv,ana_hk,,,2,"Battery Temp 1 Converted","",F32,,,,,FSW,,,,
eps,batt_set_low,ana_hk,,,2,"Battery Low Setpoint","",F32,,,,,FSW,,,,
eps,batt_set_high,ana_hk,,,2,"Battery High Setpoint","",F32,,,,,FSW,,,,
eps,batt_samples,ana_hk,,,2,"Battery Consecutive samples","",U8,,,,,FSW,,,,
eps,eclipse,ana_hk,,,2,"Eclipse State","",D8,,0/SUN 1/ECLIPSE ,,,FSW,,,,
SC_FSW_44,VERSION,adcs_msg_hk,,,44,"","",U3,,,,,FSW,,,,
SC_FSW_44,TYPE,adcs_msg_hk,,,44,"","",U1,,,,,FSW,,,,
SC_FSW_44,SEC_HDR_FLAG,adcs_msg_hk,,,44,"","",U1,,,,,FSW,,,,
SC_FSW_44,PKT_APID,adcs_msg_hk,,,44,"","",U11,,,,,FSW,,,,
SC_FSW_44,SEQ_FLGS,adcs_msg_hk,,,44,"","",U2,,,,,FSW,,,,
SC_FSW_44,SRC_SEQ_CTR,adcs_msg_hk,,,44,"","",U14,,,,,FSW,,,,
SC_FSW_44,PKT_LEN,adcs_msg_hk,,,44,"","",U16,,,,,FSW,,,,
SC_FSW_44,SHCOARSE,adcs_msg_hk,,,44,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_44,SHFINE,adcs_msg_hk,,,44,"Subsecond count","",U16,dn,,,,FSW,,,,
adcs,msg_recv_count,adcs_msg_hk,,,44,"Number of received messages","",U16,,,,,FSW,,,,
adcs,msg_rjct_count,adcs_msg_hk,,,44,"Number of rejected messages","",U16,,,,,FSW,,,,
adcs,msg_fmt_count,adcs_msg_hk,,,44,"Number of bad format messages","",U16,,,,,FSW,,,,
adcsMsgPad,,adcs_msg_hk,,,44,"","",U16,,,,,FSW,,,,
SC_FSW_43,VERSION,adcs_hk,,,43,"","",U3,,,,,FSW,,,,
SC_FSW_43,TYPE,adcs_hk,,,43,"","",U1,,,,,FSW,,,,
SC_FSW_43,SEC_HDR_FLAG,adcs_hk,,,43,"","",U1,,,,,FSW,,,,
SC_FSW_43,PKT_APID,adcs_hk,,,43,"","",U11,,,,,FSW,,,,
SC_FSW_43,SEQ_FLGS,adcs_hk,,,43,"","",U2,,,,,FSW,,,,
SC_FSW_43,SRC_SEQ_CTR,adcs_hk,,,43,"","",U14,,,,,FSW,,,,
SC_FSW_43,PKT_LEN,adcs_hk,,,43,"","",U16,,,,,FSW,,,,
SC_FSW_43,SHCOARSE,adcs_hk,,,43,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_43,SHFINE,adcs_hk,,,43,"Subsecond count","",U16,dn,,,,FSW,,,,
adcs,read_sent_cnt,adcs_hk,,,43,"Number of read commands sent","",U16,,,,,FSW,,,,
adcs,write_sent_cnt,adcs_hk,,,43,"Number of write commands sent","",U16,,,,,FSW,,,,
adcs,sync_err_cnt,adcs_hk,,,43,"Number of response sync errors","",U16,,,,,FSW,,,,
adcs,len_err_cnt,adcs_hk,,,43,"Number of response length errors","",U16,,,,,FSW,,,,
adcs,crc_err_cnt,adcs_hk,,,43,"Number of response crc errors","",U16,,,,,FSW,,,,
adcs,hk_pkt_cnt,adcs_hk,,,43,"Number of hk packets received from XACT","",U16,,,,,FSW,,,,
adcs,alive,adcs_hk,,,43,"Alive state of communication","",U8,,,,,FSW,,,,
adcs,eclipse,adcs_hk,,,43,"State of eclipse","",U8,,,,,FSW,,,,
adcs,eclipse_threshold,adcs_hk,,,43,"CSS Threshold for eclipse determination","",U16,,,,,FSW,,,,
adcs,eclipse_count,adcs_hk,,,43,"CSS below threshold count","",U16,,,,,FSW,,,,
pad1,,adcs_hk,,,43,"","",U16,,,,,FSW,,,,
pad2,,adcs_hk,,,43,"","",U8,,,,,FSW,,,,
SC_FSW_215,VERSION,adcs_analogs,,,215,"","",U3,,,,,FSW,,,,
SC_FSW_215,TYPE,adcs_analogs,,,215,"","",U1,,,,,FSW,,,,
