CommandVerb,ExternalElement,Mnemonic,APID,OPCODE,Constraints,GroundOnly,Protected,ShortDescription,LongDescription,BitLength,Offset,DataType,Range,Default,Units,Conversion,SafetyLevel,BitPattern,
,,TrkNum,,,,,,"Tracker number","",,72,U8,,,none,,,,
adcs,cmd,TrackerCtrl_TakePhotoROI,0x3,0x26,,,,"","Take images with smaller region of interest (ROI) using commanded settings, and store for later downlink. Suspends StarId and Track operations until done.",200,,,,,,,,180300000012262A0000000000000000000000000000000000,
,,Gain,,,,,,"","states: 0=one, 1=1.5, 2=2, 3=3, 4=4, 5=six, 6=eight; Analog gain used in Photo mode",,64,U8,,,none,,,,
,,IntMode,,,,,,"Logarithmic reduces saturation and provides better contrast. (0=linear, 1=log)","",,72,U8,,,none,,,,
,,Tint,,,,,,"Integration time in micro-seconds","",,80,U16,,,none,,,,
,,spare,,,,,,"spare","",,96,U8,,,none,,,,
,,BufNum,,,,,,"Video storage buffer in which to place photo images.","",,104,U8,,,none,,,,
,,RoiNumPhotos,,,,,,"Number of ROI images to store. = 512*1024/(row_pix_size*col_pix_size/3)","",,112,U16,,,none,,,,
,,RoiWordStart,,,,,,"","1280 pixels per row, but each word holds 3 pixels. To start on pixel_0, use 0. To start on pixel_3, use 1. To start on pixel_6, use 2. etc.",,128,U16,,,none,,,,
,,RoiNumWords,,,,,,"Minumum width is 9 pixels, therefore minimum value is 9/3 = 3.","",,144,U16,,,none,,,,
,,RoiRowStart,,,,,,"","1280 pixels per row, but each word holds 3 pixels. To start on pixel_0, use 0. To start on pixel_3, use 1. To start on pixel_6, use 2. etc.",,160,U16,,,none,,,,
,,RoiNumRows,,,,,,"Minumum rows is 9 pixels.","",,176,U16,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,192,U8,,,none,,,,
adcs,cmd,TrackerCtrl_ExtNstPower,0x3,0x26,,,,"Turns power on/off for the external trackers","",80,,,,,,,,18030000000326330000,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
,,State,,,,,,"states: 0=off, 1=on","",,72,U8,,,none,,,,
adcs,cmd,TrackerCtrl_ExtNstCopyVidBuf,0x3,0x26,,,,"","Copies the data video buffer from the external tracker into the data video buffer of XACT",88,,,,,,,,1803000000042637000000,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
,,NumBytes,,,,,,"Number of bytes to copy to data video buffer","",,72,U16,,,none,,,,
adcs,cmd,TrackerCtrl_CalMode,0x3,0x26,,,,"Initiate Calibration Mode. Returns to previous mode after 1 sec","",72,,,,,,,,180300000002261500,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
adcs,cmd,TrackerCtrl_Table_Insert,0x3,0x26,,,,"","Insert new values for table parameters. This is an alternate RAM table change method. Do not send without coordinating with BCT.",152,,,,,,,,18030000000C26190000000000000000000000,
,,TableElement,,,,,,"Which element in table structure to modify.","",,64,U8,,,none,,,,
,,Index,,,,,,"Which index if the element is an array.","",,72,U8,,,none,,,,
,,rawByte_1,,,,,,"Raw byte number 1","",,80,U8,,,none,,,,
,,rawByte_2,,,,,,"Raw byte number 2","",,88,U8,,,none,,,,
,,rawByte_3,,,,,,"Raw byte number 3","",,96,U8,,,none,,,,
,,rawByte_4,,,,,,"Raw byte number 4","",,104,U8,,,none,,,,
,,rawByte_5,,,,,,"Raw byte number 5","",,112,U8,,,none,,,,
,,rawByte_6,,,,,,"Raw byte number 6","",,120,U8,,,none,,,,
,,rawByte_7,,,,,,"Raw byte number 7","",,128,U8,,,none,,,,
,,rawByte_8,,,,,,"Raw byte number 8","",,136,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,144,U8,,,none,,,,
adcs,cmd,TrackerCtrl_Store_Images,0x3,0x26,,,,"","Store sequential images in memory for later downlink. Used existing StarId or Track image settings.",88,,,,,,,,1803000000042618000000,
,,spare,,,,,,"spare","",,64,U8,,,none,,,,
,,NumImages,,,,,,"Number of images to store","",,72,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,80,U8,,,none,,,,
adcs,cmd,TrackerCtrl_StarID,0x3,0x26,,,,"Begin star ID process. Transition to Track mode if enabled.","",80,,,,,,,,18030000000326090000,
,,AutoTrack,,,,,,"","0=false, 1=true. ''True' means allow automatic transition to track mode. 'false' means stay in StarID mode -- do not transition to track.",,64,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,72,U8,,,none,,,,
adcs,cmd,TrackerCtrl_VelocityAidDirect,0x3,0x26,,,,"","Correct for velocity aberration using on-board velocity calculation with commanded velocity. DOES NOT require valid time/ephemeris on XACT, instead uses the commanded velocity for correction.",208,,,,,,,,1803000000132626000000000000000000000000000000000000,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
,,Status,,,,,,"states: 1=enable, 0=disable","",,72,U8,,,none,,,,
,,VelSciX,,,,,,"Spacecraft velocity with respect to sun-centered inertial frame, X-direction","",,80,F32,,,none,,,,
,,VelSciY,,,,,,"Spacecraft velocity with respect to sun-centered inertial frame, Y-direction","",,112,F32,,,none,,,,
,,VelSciZ,,,,,,"Spacecraft velocity with respect to sun-centered inertial frame, Z-direction","",,144,F32,,,none,,,,
,,NumCycles,,,,,,"Number of 5 Hz cycles to consider commanded data valid","",,176,U32,,,none,,,,
adcs,cmd,TrackerCtrl_Exposure,0x3,0x26,,,,"Integration time used in Track mode","",88,,,,,,,,1803000000042608000000,
,,TintIndex,,,,,,"","states: 1=50ms, 2=75ms, 3=100ms, 4=125ms, 5=150ms; Integration time used in Track mode",,64,U8,,,none,,,,
,,AutoInt,,,,,,"","states: 0=false, 1=true; True means the specified Tint is the maximum allowable time used by FSW auto select logic. 'false' means the time is fixed, and will not be changed by FSW.",,72,U8,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,80,U8,,,none,,,,
adcs,cmd,TrackerCtrl_ExtNstSettings,0x3,0x26,,,,"Adjusts settings for external tracker interface","",80,,,,,,,,18030000000326340000,
,,TrkNum,,,,,,"Tracker number","",,64,U8,,,none,,,,
,,Setting,,,,,,"","states: 0=only allow NST solution when synced, 1=allow NST solution when not synced",,72,U8,,,none,,,,
adcs,cmd,TrackerCtrl_AutoSoftReinit,0x3,0x26,,,,"Re-initialize subset of key software variables every Period.","",104,,,,,,,,18030000000626290000000000,
,,Period,,,,,,"Nnumber of software cycles between re-inits.","",,64,U32,,,none,,,,
,,TrkNum,,,,,,"Tracker number","",,96,U8,,,none,,,,
adcs,cmd,AttCtrl_AllowSunModel,0x3,0x9,,,,"","WARNING: This command alters core sun point mode sensor paths. This command also changes the RAM table value controlling the usage logic. Allows/disallows the usage of the sun model (based on time and attitude knowledge) in sun point mode as a back-up option to the measured sun vector. This usage only has an effect when the preferred sun source is set to MEASURED.",72,,,,,,,,180300000002090A00,
,,Setting,,,,,,"","states: 0=disabled, 1=enabled; Enables or disables back-up usage of the time-based sun model when both time and attitude are valid.",,64,U8,,,none,,,,
adcs,cmd,AttCtrl_SetFFTorqueWheels,0x3,0x9,,,,"","Defines a feedforward body-frame torque to add to feedback torque commands going to wheels (in INTERNAL mode) from XACT's internal attitude control system. Each SetFFTorqueWheels command overrides any previously accepted one.",192,,,,,,,,180300000011090500000000000000000000000000000000,
,,Duration,,,,,,"Time interval to apply desired torque","",,64,U32,,,none,,,,
,,FF_Torque_X,,,,,,"Body frame X axis feedforward torque","",,96,F32,,,none,,,,
,,FF_Torque_Y,,,,,,"Body frame Y axis feedforward torque","",,128,F32,,,none,,,,
,,FF_Torque_Z,,,,,,"Body frame Z axis feedforward torque","",,160,F32,,,none,,,,
adcs,cmd,AttCtrl_RateLimit,0x3,0x9,,,,"","Limit body rates during Fine Reference Point. Resets to default on either a GainSelect command or a transition to Sun Point mode.",160,,,,,,,,18030000000D0903000000000000000000000000,
,,RateLimit_X,,,,,,"Max allowable rate, X axis (deg/s)","",,64,F32,,,none,,,,
,,RateLimit_Y,,,,,,"Max allowable rate, Y axis (deg/s)","",,96,F32,,,none,,,,
,,RateLimit_Z,,,,,,"Max allowable rate, Z axis (deg/s)","",,128,F32,,,none,,,,
adcs,cmd,AttCtrl_ZeroControlGain,0x3,0x9,,,,"Temporarily zero attitude control system gains","",96,,,,,,,,180300000005090600000000,
,,NumCycles,,,,,,"","Number of 5 Hz cycles to zero control gains. After this many cycles normal control will resume.",,64,U32,,,none,,,,
adcs,cmd,AttCtrl_SetPreferredSunSource,0x3,0x9,,,,"","WARNING: This command alters core sun point mode sensor paths. This command also changes the RAM table value controlling the preferred logic. Sets the preferred sun knowledge as either measured (by CSS) or modeled (via time and attitude knowledge).",72,,,,,,,,180300000002090900,
,,Setting,,,,,,"","states: 0=measured, 1=modeled; Measured prefers to utilize the measured feedback from the coarse sun sensors, modeled prefers to utilize the time-based sun model when both time and attitude are valid",,64,U8,,,none,,,,
adcs,cmd,AttCtrl_AccelLimit,0x3,0x9,,,,"","Limit body acceleration during Fine Reference Point. Resets to default on either a GainSelect command or a transition to Sun Point mode.",160,,,,,,,,18030000000D0904000000000000000000000000,
,,AccelLimit_X,,,,,,"Max allowable accel, X axis (deg/s/s)","",,64,F32,,,none,,,,
,,AccelLimit_Y,,,,,,"Max allowable accel, Y axis (deg/s/s)","",,96,F32,,,none,,,,
,,AccelLimit_Z,,,,,,"Max allowable accel, Z axis (deg/s/s)","",,128,F32,,,none,,,,
adcs,cmd,AttCtrl_GainSelect,0x3,0x9,,,,"","Select desired set of table-defined attitude control gains. Note Index 1 is reserved for Sun Point gains, and Index 2 is reserved for nominal Fine Reference Point gains.",80,,,,,,,,18030000000309010000,
,,Index,,,,,,"Five sets of gains from which to choose: 1-5.","",,64,U8,,,none,,,,
,,PreserveLimits,,,,,,"","states: 0=Reinitialize, 1=Leave; reinitialize means reinitialize accel and rate limits to values corresponding to selected gain index accel, leave means leave rate limits at current values",,72,U8,,,none,,,,
adcs,cmd,GPS_GpsEnable,0x3,0x17,,,,"Enables use of GPS data. (Default is enable.)","",72,,,,,,,,180300000002170200,
,,Setting,,,,,,"states: 0=disable, 1=enable","",,64,U8,,,none,,,,
adcs,cmd,GPS_GpsCommand,0x3,0x17,,,,"","Send raw bytes to GPS unit (applicable to programs with serial link between XACT and GPS) . Not recommended except for contingencies.",88,,,,,,,,1803000000041704000000,
,,NumBytes,,,,,,"Number of raw bytes in GPS command","",,64,U16,,,none,,,,
,,RawBytes,,,,,,"Raw bytes in GPS command","",,80,U8,,,none,,,,
adcs,cmd,GPS_AcceptTimePosVel,0x3,0x17,,,,"","This command is a means to provide XACT with time, position, and velocity (typically from a GPS receiver) valid at the previous PPS. Final byte of command must be transmitted to XACT within 750 ms after most recent PPS. NOTE: The provided solution MUST contain the velocity correction. XACT will use exactly the values commanded without correction.",504,,,,,,,,180300000038170600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
,,GpsWeek,,,,,,"Gps week","",,64,U16,,,none,,,,
,,GpsMs,,,,,,"Gps millisecond","",,80,U32,,,none,,,,
,,PosX,,,,,,"X component of ECEF position vector (km)","",,112,F64,,,none,,,,
,,PosY,,,,,,"Y component of ECEF position vector (km)","",,176,F64,,,none,,,,
,,PosZ,,,,,,"Z component of ECEF position vector (km)","",,240,F64,,,none,,,,
,,VelX,,,,,,"X component of ECEF velocity vector (km/s)","",,304,F64,,,none,,,,
,,VelY,,,,,,"Y component of ECEF velocity vector (km/s)","",,368,F64,,,none,,,,
,,VelZ,,,,,,"Z component of ECEF velocity vector (km/s)","",,432,F64,,,none,,,,
,,RequirePps,,,,,,"","states: 0=Associate with time of command processing if no recent PPS arrived, 1=Associate only with a recent PPS (otherwise ignore)",,496,U8,,,none,,,,
adcs,cmd,GPS_GpsReinit,0x3,0x17,,,,"","Re-configure GPS unit to output data packets expected by XACT (applicable to programs with serial link between XACT and GPS) . This command is necessary after any GPS reboot that is not followed by an XACT reboot.",64,,,,,,,,1803000000011703,
adcs,cmd,Tables_FlashBurnArm,0x3,0x13,,,,"","To avoid accidental burns to FLASH, this command must be send to arm FLASH burning capability. When FLASH burn is disarmed (the default), FlashBurnDirect and FlashBurnCopy will be rejected.",72,,,,,,,,180300000002130800,
,,Setting,,,,,,"states: 0=DISARM, 1=ARM","",,64,U8,,,none,,,,
adcs,cmd,Tables_HoldingTableCRC,0x3,0x13,,,,"CRC words in holding table","",128,,,,,,,,18030000000913040000000000000000,
,,WordOffset,,,,,,"0 based","",,64,U32,,,none,,,,
,,WordLength,,,,,,"Number of words to include in CRC","",,96,U32,,,none,,,,
adcs,cmd,Tables_TableCRC,0x3,0x13,,,,"CRC words in RAM table","",136,,,,,,,,18030000000A1309000000000000000000,
,,TableNum,,,,,,"Which RAM table to CRC. 0=Holding Table","",,64,U8,,,none,,,,
,,WordOffset,,,,,,"0 based","",,72,U32,,,none,,,,
,,WordLength,,,,,,"Number of words to include in CRC","",,104,U32,,,none,,,,
adcs,cmd,Tables_HoldingTableInsert,0x0,0x0,,,,"","",2064,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
,,WordOffset,,,,,,"0 based","",,64,U32,,,none,,,,
,,WordLength,,,,,,"Number of words to write","",,96,U32,,,none,,,,
,,rawBytes,,,,,,"","Stream of bytes with size equal to 4*Length; word consisting of rawBytes(1:4) is written to Offset+1.",,128,U2000,,,none,,,,
adcs,cmd,Tables_TableCommit,0x3,0x13,,,,"","Commit holding table words (1:Length) to actual table words (offset plus 1:Length).",136,,,,,,,,18030000000A1302000000000000000000,
,,TableNum,,,,,,"Which table to commit to","",,64,U8,,,none,,,,
,,WordOffset,,,,,,"0 based","",,72,U32,,,none,,,,
,,WordLength,,,,,,"Number of words to commit","",,104,U32,,,none,,,,
adcs,cmd,Tables_FlashBurnCopy,0x3,0x13,,,,"","Copy and burn bytes from RAM table into its corresponding FLASH table. Offset and Length apply to RAM and FLASH table. Do not burn across 64K boundaries.",144,,,,,,,,18030000000B130500000000000000000000,
,,TableNum,,,,,,"Which table to burn","",,64,U8,,,none,,,,
,,Image,,,,,,"states: 0=Primary, 1=Redundant","",,72,U8,,,none,,,,
,,ByteOffset,,,,,,"0-based byte offset","",,80,U32,,,none,,,,
,,ByteLength,,,,,,"Number of bytes to burn (starting at Offset)","",,112,U32,,,none,,,,
adcs,cmd,Tables_FlashExtract,0x3,0x13,,,,"","Read from FLASH table into Holding Table. Offset field applies ONLY TO FLASH TABLE; zero offset is used for Holding Table. Do not read across 64K boundaries.",144,,,,,,,,18030000000B130700000000000000000000,
,,TableNum,,,,,,"Which FLASH table to read from","",,64,U8,,,none,,,,
,,Image,,,,,,"states: 0=Primary, 1=Redundant","",,72,U8,,,none,,,,
,,ByteOffset,,,,,,"","0-based byte offset, applies only to FLASH (zero offset is used for Holding Table)",,80,U32,,,none,,,,
,,ByteLength,,,,,,"Number of bytes to read","",,112,U32,,,none,,,,
adcs,cmd,Tables_TableExtract,0x3,0x13,,,,"Read bytes from table into data/video buffer","",136,,,,,,,,18030000000A1303000000000000000000,
,,TableNum,,,,,,"Which table to read from. 0 reads the holding table.","",,64,U8,,,none,,,,
,,WordOffset,,,,,,"0 based","",,72,U32,,,none,,,,
,,WordLength,,,,,,"Number of words to extract","",,104,U32,,,none,,,,
adcs,cmd,Tables_FlashBurnDirect,0x3,0x13,,,,"","Burn bytes from Holding Table into a FLASH table. Offset field applies ONLY TO FLASH TABLE; zero offset is used for Holding Table. Do not burn across 64K boundaries.",144,,,,,,,,18030000000B130600000000000000000000,
,,TableNum,,,,,,"Which FLASH table to burn into","",,64,U8,,,none,,,,
,,Image,,,,,,"states: 0=Primary, 1=Redundant","",,72,U8,,,none,,,,
,,ByteOffset,,,,,,"","0-based byte offset, applies only to FLASH (zero offset is used for Holding Table)",,80,U32,,,none,,,,
,,ByteLength,,,,,,"Number of bytes to burn","",,112,U32,,,none,,,,
adcs,cmd,Wheel_TEST_RwTestMode,0x3,0x7,,,,"","Sets RW module in test mode. Idle's physical wheels if present and uses the wheel speed read from the RDP for attitude control loop closure. NOTE: This is not required for closed loop simulations that have physical wheels. This is used for closed loop sim in the absence of wheels.",72,,,,,,,,18030000000207FF00,
,,Status,,,,,,"states: 0=disable, 1=enable; Enable or disable test mode for closed loop testing","",,64,U8,,,none,,,,
adcs,cmd,Wheel_NoOp,0x3,0x7,,,,"No operation (for testing command interface)","",64,,,,,,,,1803000000010701,
adcs,cmd,Wheel_SetWheelPWM4,0x3,0x7,,,,"","(for testing only) Direct commanding of PWM counts. Note 2399 counts is 100% (voltage full ON) and 0 counts is 0% (voltage OFF). A wheel can be in Torque OR Speed OR PWM mode at any given time.",136,,,,,,,,18030000000A070B000000000000000000,
,,Wheel,,,,,,"Sets which wheel this command applies to (use zero to set all wheels)","",,64,U8,,,none,,,,
,,PWM_1,,,,,,"Wheel 1 PWM counts times positive or negative direction","",,72,I16,,,none,,,,
,,PWM_2,,,,,,"Wheel 2 PWM counts times positive or negative direction","",,88,I16,,,none,,,,
,,PWM_3,,,,,,"Wheel 3 PWM counts times positive or negative direction","",,104,I16,,,none,,,,
,,PWM_4,,,,,,"Wheel 4 PWM counts times positive or negative direction","",,120,I16,,,none,,,,
adcs,cmd,Wheel_Calibrate,0x3,0x7,,,,"","Calibration occurs for the prescribed number of seconds, after which the new calibration parameters are put into a holding buffer and prior calibration parameters immediately restored.",88,,,,,,,,1803000000040707000000,
,,Wheel,,,,,,"Sets which wheel this command applies to","",,64,U8,,,none,,,,
,,Action,,,,,,"","1/Reset parameters to zero 2/Calibrate starting from current parameters 3/Calibrate starting from zero parameters 4/Apply parameters from the holding buffer",,72,U8,,,none,,,,
,,Cal_Time,,,,,,"Number of seconds to perform calibration (if Action byte is 2 or 3)","",,80,U8,,,none,,,,
adcs,cmd,Wheel_SetWheelSpeed4,0x3,0x7,,,,"","Desired wheel speed (only in EXTERNAL mode). A wheel can be in Torque OR Speed OR PWM mode at any given time.",136,,,,,,,,18030000000A070A000000000000000000,
,,Wheel,,,,,,"Sets which wheel this command applies to (use zero to set all wheels)","",,64,U8,,,none,,,,
,,Speed_1,,,,,,"Wheel 1 desired speed (RPM)","",,72,I16,,,none,,,,
,,Speed_2,,,,,,"Wheel 2 desired speed (RPM)","",,88,I16,,,none,,,,
,,Speed_3,,,,,,"Wheel 3 desired speed (RPM)","",,104,I16,,,none,,,,
,,Speed_4,,,,,,"Wheel 4 desired speed (RPM)","",,120,I16,,,none,,,,
adcs,cmd,Wheel_SetWheelTorque32,0x3,0x7,,,,"","Sets desired wheel torque (only in EXTERNAL mode). A wheel can be in Torque OR Speed OR PWM mode at any given time. Min/max values given here refer to the representable range given the command scaling--for a given wheel this command saturates at the min/max values documented in the wheel-specific ICD.",200,,,,,,,,180300000012070D0000000000000000000000000000000000,
,,Wheel,,,,,,"Sets which wheel this command applies to (use zero to set all wheels)","",,64,U8,,,none,,,,
,,Torque_1,,,,,,"Wheel 1 desired torque (Nm)","",,72,I32,,,none,,,,
,,Torque_2,,,,,,"Wheel 2 desired torque (Nm)","",,104,I32,,,none,,,,
,,Torque_3,,,,,,"Wheel 3 desired torque (Nm)","",,136,I32,,,none,,,,
,,Torque_4,,,,,,"Wheel 4 desired torque (Nm)","",,168,I32,,,none,,,,
adcs,cmd,Wheel_SetWheelMode,0x3,0x7,,,,"","IDLE mode isolates windings. In INTERNAL mode commands come from internal software and the only direct external commands accepted are SetWheelMode and Calibrate. In EXTERNAL mode the wheel commands coming from XACT's internal attitude control system are ignored. For 3-wheel products, commands to 4th wheel are ignored.",80,,,,,,,,18030000000307020000,
,,Wheel,,,,,,"Sets which wheel this command applies to (use zero to set all wheels)","",,64,U8,,,none,,,,
,,Mode,,,,,,"states: 0=IDLE, 1=INTERNAL, 2=EXTERNAL","",,72,U8,,,none,,,,
adcs,cmd,AttCmd_SunAxisSelect,0x3,0x6,,,,"Select table-value sun-point axis at which to point when in Sun Point mode","",72,,,,,,,,180300000002060600,
,,Axis,,,,,,"states: 0=pre_deploy, 1=post_deploy","",,64,U8,,,none,,,,
adcs,cmd,AttCmd_AttitudeDither,0x3,0x6,,,,"","Adds sinusoidal dither about the already-commanded attitude, in each axis. Rejected if ADCS mode is not Fine Reference Point, or if GotoTarget has been commanded with RateInterp = 0. See mission-specific ICD Addendum for recommended settings.",192,,,,,,,,180300000011060B00000000000000000000000000000000,
,,AngleX,,,,,,"X-axis dither magnitude","",,64,U16,,,none,,,,
,,AngleY,,,,,,"Y-axis dither magnitude","",,80,U16,,,none,,,,
,,AngleZ,,,,,,"Z-axis dither magnitude","",,96,U16,,,none,,,,
,,PeriodX,,,,,,"X-axis dither sinusoid period","",,112,U16,,,none,,,,
,,PeriodY,,,,,,"Y-axis dither sinusoid period","",,128,U16,,,none,,,,
,,PeriodZ,,,,,,"Z-axis dither sinusoid period","",,144,U16,,,none,,,,
,,Duration,,,,,,"Dither duration","",,160,U16,,,none,,,,
,,RampTime,,,,,,"Duration of smooth ramp-up interval at start and end of dither duration","",,176,U16,,,none,,,,
adcs,cmd,AttCmd_GotoLvLhAttitude,0x3,0x6,,,,"","Go to LVLH attitude (transitions to Fine Reference Point mode if not already in it). LVLH reference frame has Z axis to nadir and X axis aligned with orbital velocity.",208,,,,,,,,1803000000130604000000000000000000000000000000000000,
,,PriCmdDir,,,,,,"+Z command direction (in body): 1-15 (see definition in GotoTarget command).","",,64,U8,,,none,,,,
,,SecCmdDir,,,,,,"+X command direction (in body): 1-15 (see definition in GotoTarget command).","",,72,U8,,,none,,,,
,,Q_cmd_wrt_ref_1,,,,,,"Commanded attitude quaternion_1. Or roll angle (deg) if quaternion_4 >= 2","",,80,F32,,,none,,,,
,,Q_cmd_wrt_ref_2,,,,,,"Commanded attitude quaternion_2. Or pitch angle (deg) if quaternion_4 >= 2","",,112,F32,,,none,,,,
,,Q_cmd_wrt_ref_3,,,,,,"Commanded attitude quaternion_3. Or yaw angle (deg) if quaternion_4 >= 2","",,144,F32,,,none,,,,
,,Q_cmd_wrt_ref_4,,,,,,"Commanded attitude quaternion_4. If >= 2, q_1, q_2, q_3 are roll, pitch, yaw","",,176,F32,,,none,,,,
adcs,cmd,AttCmd_GotoTarget,0x3,0x6,,,,"Go to Target (transitions to Fine Reference Point mode if not already in it)","",512,,,,,,,,18030000003906030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
,,VelAber,,,,,,"","states: 0=Disable, 1=Enable; Apply velocity aberration correction to PriRefDir (if Sun or TargECEF is selected)",,64,U8,,,none,,,,
,,PriRefDir,,,,,,"","states: 0=ECIx, 1=ECIy, 2=ECIz, 3=Sun, 4=Mag, 5=Moon, 6=Pos, 7=Vel, 8=TargECI, 9=TargECEF, 10=Bearing, 11=Heading, 12=OrbitNorm, 13=GcNadir, 14=GdNadir; REFERENCE frame +Z direction",,72,U8,,,none,,,,
,,SecRefDir,,,,,,"","states: 0=ECIx, 1=ECIy, 2=ECIz, 3=Sun, 4=Mag, 5=Moon, 6=Pos, 7=Vel, 8=TargECI, 9=TargECEF, 10=Bearing, 11=Heading, 12=OrbitNorm, 13=GcNadir, 14=GdNadir; REFERENCE frame +X desired direction",,80,U8,,,none,,,,
,,TargX,,,,,,"","TargECI or TargECEF X (geocentric ECEF position in kilometers, or ECI unit vector direction)",,88,F32,,,none,,,,
,,TargY,,,,,,"","TargECI or TargECEF Y (geocentric ECEF position in kilometers, or ECI unit vector direction)",,120,F32,,,none,,,,
,,TargZ,,,,,,"","TargECI or TargECEF Z (geocentric ECEF position in kilometers, or ECI unit vector direction)",,152,F32,,,none,,,,
,,spare,,,,,,"spare","",,184,F32,,,none,,,,
,,PriCmdDir,,,,,,"Body-fixed COMMAND frame +Z direction: 1-15 (see definition below).","",,216,U8,,,none,,,,
,,SecCmdDir,,,,,,"Body-fixed COMMAND frame +X direction: 1-15 (see definition below).","",,224,U8,,,none,,,,
,,AttInterp,,,,,,"","TARGET frame attitude interpretation with respect to REFERENCE frame: 0=Yaw, Pitch, Roll sequence (deg), 1=Quaternion, 2=Do not change existing attitude of TARGET frame with respect to REFERENCE frame.",,232,U8,,,none,,,,
,,qTARGETwrtREF1,,,,,,"Quaternion element 1 if AttInterp = 1. Roll angle (deg) if AttInterp = 0.","",,240,F32,,,none,,,,
,,qTARGETwrtREF2,,,,,,"Quaternion element 2 if AttInterp = 1. Pitch angle (deg) if AttInterp = 0","",,272,F32,,,none,,,,
,,qTARGETwrtREF3,,,,,,"Quaternion element 3 if AttInterp = 1. Yaw angle (deg) if AttInterp = 0","",,304,F32,,,none,,,,
,,qTARGETwrtREF4,,,,,,"","Quaternion element 4 if AttInterp = 1. This is the scalar element of the quaternion.",,336,F32,,,none,,,,
,,RateInterp,,,,,,"","TARGET frame rate interpretation (with rotation angle zero at the time defined below): 0=rate is of TARGET frame with respect to ECI, 1=rate is of TARGET frame with respect to REFERENCE frame.",,368,U8,,,none,,,,
,,CmdRate_X,,,,,,"X axis rate (degrees/sec)","",,376,F32,,,none,,,,
,,CmdRate_Y,,,,,,"Y axis rate (degrees/sec)","",,408,F32,,,none,,,,
,,CmdRate_Z,,,,,,"Z axis rate (degrees/sec)","",,440,F32,,,none,,,,
,,Time,,,,,,"","TAI time (in seconds since J2000) at which zero rotation angle is desired for any nonzero rate defined in CmdRate. For finer resolution, use EndCycle below to specify this time at 0.2 second intervals.",,472,U32,,,none,,,,
,,EndCycle,,,,,,"5 Hz ADCS cycle within the 1 second interval defined by Time above.","",,504,U8,,,none,,,,
adcs,cmd,AttCmd_GotoSunPoint,0x3,0x6,,,,"Go to Sun Point mode","",64,,,,,,,,1803000000010601,
adcs,cmd,AttCmd_GotoFineHold,0x3,0x6,,,,"Go to Fine Reference Point mode (holds current attitude wrt ECI)","",64,,,,,,,,1803000000010602,
adcs,cmd,AttCmd_ClearEclipseTimer,0x3,0x6,,,,"Clear timer which is used to delay sky-sweep when in Sun Point mode","",64,,,,,,,,1803000000010608,
adcs,cmd,AttCmd_SunRotationRate,0x3,0x6,,,,"Specify rotisserie rate while in Sun Point mode","",96,,,,,,,,180300000005060700000000,
,,Rate,,,,,,"Rate about sun-line in deg/s","",,64,F32,,,none,,,,
adcs,cmd,AttCmd_GotoEcefPoint,0x3,0x6,,,,"","Slews to stare at an ECEF target defined by relative SlewEndTime (also transitions to Fine Reference Point mode if not already in it).",256,,,,,,,,180300000019060A000000000000000000000000000000000000000000000000,
,,VelAber,,,,,,"states: 0=Disable, 1=Enable; Apply velocity aberration correction to ECEF target","",,64,U8,,,none,,,,
,,SecRefDir,,,,,,"","states: 0=ECIx, 1=ECIy, 2=ECIz, 3=Sun, 4=Mag, 5=Moon, 6=Pos, 7=Vel, 8=TargECI, 9=TargECEF, 10=Bearing, 11=Heading, 12=OrbitNorm, 13=GcNadir, 14=GdNadir",,72,U8,,,none,,,,
,,TargX,,,,,,"Target ECEF geocentric X position","",,80,F32,,,none,,,,
,,TargY,,,,,,"Target ECEF geocentric Y position","",,112,F32,,,none,,,,
,,TargZ,,,,,,"Target ECEF geocentric Z position","",,144,F32,,,none,,,,
,,spare,,,,,,"spare","",,176,F32,,,none,,,,
,,PriCmdDir,,,,,,"","+Z command direction (in body): 1-15 (see definition in GotoTarget command). Points at ECEF target.",,208,U8,,,none,,,,
,,SecCmdDir,,,,,,"","+X command direction (in body): 1-15 (see definition in GotoTarget command). Points toward SecCmdDir.",,216,U8,,,none,,,,
,,SlewEndTime,,,,,,"","Relative time (from time at which command is accepted) at which the maneuver is planned to begin pointing at the ECEF target.",,224,U16,,,none,,,,
